name_en,date_inscribed,longitude,latitude,area_hectares,category,states_name_en,region_en
Wixárika Route through Sacred Sites to Wirikuta (Tatehuarí Huajuyé),2025,-103.2801528,22.59786389,135420.64,Cultural,Mexico,Latin America and the Caribbean
Nan Madol: Ceremonial Centre of Eastern Micronesia,2016,158.3308333,6.839722222,76.7,Cultural,Micronesia (Federated States of),Asia and the Pacific
Orkhon Valley Cultural Landscape,2004,102.678482,47.479214,121967,Cultural,Mongolia,Asia and the Pacific
Petroglyphic Complexes of the Mongolian Altai,2011,88.39527778,49.33388889,11300,Cultural,Mongolia,Asia and the Pacific
Great Burkhan Khaldun Mountain and its surrounding sacred landscape,2015,109.0093278,48.76197778,443739.2,Cultural,Mongolia,Asia and the Pacific
Deer Stone Monuments and Related Bronze Age Sites,2023,101.2258333,47.74277778,9768.87,Cultural,Mongolia,Asia and the Pacific
Durmitor National Park,1980,19.0166,43.133,32100,Natural,Montenegro,Europe and North America
Natural and Culturo-Historical Region of Kotor,1979,18.7,42.48333,14600,Cultural,Montenegro,Europe and North America
Medina of Fez,1981,-4.97778,34.06111,280,Cultural,Morocco,Arab States
Medina of Marrakesh,1985,-7.98667,31.63139,1107,Cultural,Morocco,Arab States
Ksar of Ait-Ben-Haddou,1987,-7.12889,31.04722,3.03,Cultural,Morocco,Arab States
Medina of Essaouira (formerly Mogador),2001,-9.770305556,31.51411111,56.7,Cultural,Morocco,Arab States
Historic City of Meknes,1996,-5.55833,33.88333,,Cultural,Morocco,Arab States
Archaeological Site of Volubilis,1997,-5.55694,34.07389,42,Cultural,Morocco,Arab States
Medina of Tétouan (formerly known as Titawin),1997,-5.36667,35.57083,6.5,Cultural,Morocco,Arab States
Portuguese City of Mazagan (El Jadida),2004,-8.50194,33.25667,7.5,Cultural,Morocco,Arab States
"Rabat, Modern Capital and Historic City: a Shared Heritage",2012,-6.822777778,34.02416667,348.59,Cultural,Morocco,Arab States
Island of Mozambique,1991,40.73583,-15.03417,95.7,Cultural,Mozambique,Africa
Pyu Ancient Cities,2014,95.81861111,22.47,5809,Cultural,Myanmar,Asia and the Pacific
Bagan,2019,94.88444444,21.14888889,5005.49,Cultural,Myanmar,Asia and the Pacific
Twyfelfontein or /Ui-//aes,2007,14.376,-20.597,57.4269,Cultural,Namibia,Africa
Namib Sand Sea,2013,15.40777778,-24.88527778,3077700,Natural,Namibia,Africa
Sagarmatha National Park,1979,86.91306,27.96528,124400,Natural,Nepal,Asia and the Pacific
Kathmandu Valley,1979,85.30858,27.70395,167.37,Cultural,Nepal,Asia and the Pacific
Chitwan National Park,1984,84.33333,27.5,93200,Natural,Nepal,Asia and the Pacific
"Lumbini, the Birthplace of the Lord Buddha",1997,83.27611,27.46889,1.95,Cultural,Nepal,Asia and the Pacific
Schokland and Surroundings,1995,5.771666667,52.63861111,1306,Cultural,Netherlands (Kingdom of the),Europe and North America
Dutch Water Defence Lines,1996,4.791388889,52.555,55404.9,Cultural,Netherlands (Kingdom of the),Europe and North America
Mill Network at Kinderdijk-Elshout,1997,4.649444444,51.8825,322,Cultural,Netherlands (Kingdom of the),Europe and North America
"Historic Area of Willemstad, Inner City and Harbour, Curaçao",1997,-68.90222,12.10194,86,Cultural,Netherlands (Kingdom of the),Europe and North America
Ir.D.F. Woudagemaal (D.F. Wouda Steam Pumping Station),1998,5.67889,52.84583,7.32,Cultural,Netherlands (Kingdom of the),Europe and North America
Droogmakerij de Beemster (Beemster Polder),1999,4.911111111,52.54888889,7208,Cultural,Netherlands (Kingdom of the),Europe and North America
Rietveld Schröderhuis (Rietveld Schröder House),2000,5.147555556,52.08533333,0.0075,Cultural,Netherlands (Kingdom of the),Europe and North America
Seventeenth-Century Canal Ring Area of Amsterdam inside the Singelgracht,2010,4.887777778,52.365,198.2,Cultural,Netherlands (Kingdom of the),Europe and North America
Van Nellefabriek,2014,4.4325,51.92444444,6.94,Cultural,Netherlands (Kingdom of the),Europe and North America
Eisinga Planetarium in Franeker,2023,5.543752778,53.187375,0.009,Cultural,Netherlands (Kingdom of the),Europe and North America
Tongariro National Park,1990,175.5622222,-39.29083333,79596,Mixed,New Zealand,Asia and the Pacific
Te Wahipounamu – South West New Zealand,1990,167.3196111,-45.03602778,2600000,Natural,New Zealand,Asia and the Pacific
New Zealand Sub-Antarctic Islands,1998,166.1044444,-50.75,76458,Natural,New Zealand,Asia and the Pacific
Ruins of León Viejo,2000,-86.616336,12.40047,31.87,Cultural,Nicaragua,Latin America and the Caribbean
León Cathedral,2011,-86.87805556,12.435,0.77,Cultural,Nicaragua,Latin America and the Caribbean
Air and Ténéré Natural Reserves,1991,9.661999998,19.07619264,7736000,Natural,Niger,Africa
Historic Centre of Agadez,2013,7.991388889,16.97361111,77.6,Cultural,Niger,Africa
Sukur Cultural Landscape,1999,13.57194,10.74056,764.4,Cultural,Nigeria,Africa
Osun-Osogbo Sacred Grove,2005,4.55222,7.75556,75,Cultural,Nigeria,Africa
Røros Mining Town and the Circumference,1980,11.38555556,62.57388889,16510,Cultural,Norway,Europe and North America
Urnes Stave Church,1979,7.322678289,61.29825949,0.21,Cultural,Norway,Europe and North America
Bryggen,1979,5.32306,60.39722,1.196,Cultural,Norway,Europe and North America
Rock Art of Alta,1985,23.18333,69.95,53.59,Cultural,Norway,Europe and North America
Vegaøyan – The Vega Archipelago,2004,11.75,65.61667,107294,Cultural,Norway,Europe and North America
West Norwegian Fjords – Geirangerfjord and Nærøyfjord,2005,7.16667,62.11667,122712,Natural,Norway,Europe and North America
Rjukan-Notodden Industrial Heritage Site,2015,8.593611111,59.87861111,4959.5,Cultural,Norway,Europe and North America
Bahla Fort,1987,57.30111,22.96417,0,Cultural,Oman,Arab States
"Archaeological Sites of Bat, Al-Khutm and Al-Ayn",1988,56.745,23.26986,0,Cultural,Oman,Arab States
Land of Frankincense,2000,53.64759,18.25333,849.88,Cultural,Oman,Arab States
<i>Aflaj</i> Irrigation Systems of Oman,2006,57.53605556,22.99888889,1455.949,Cultural,Oman,Arab States
Ancient City of Qalhat,2018,59.37811111,22.69522222,75.82,Cultural,Oman,Arab States
Archaeological Ruins at Moenjodaro,1980,68.13888889,27.32916667,240,Cultural,Pakistan,Asia and the Pacific
Taxila,1980,72.8875,33.77916667,0,Cultural,Pakistan,Asia and the Pacific
Buddhist Ruins of Takht-i-Bahi and Neighbouring City Remains at Sahr-i-Bahlol,1980,71.94583333,34.32083333,50.73,Cultural,Pakistan,Asia and the Pacific
"Historical Monuments at Makli, Thatta",1981,67.9,24.76666667,0,Cultural,Pakistan,Asia and the Pacific
Fort and Shalamar Gardens in Lahore,1981,74.30972222,31.59027778,0,Cultural,Pakistan,Asia and the Pacific
Rohtas Fort,1997,73.58888889,32.9625,0,Cultural,Pakistan,Asia and the Pacific
Rock Islands Southern Lagoon,2012,134.3525,7.246925,100200,Mixed,Palau,Asia and the Pacific
Fortifications on the Caribbean Side of Panama: Portobelo-San Lorenzo,1980,-79.65583333,9.553888889,0,Cultural,Panama,Latin America and the Caribbean
Darien National Park,1981,-77.54722222,7.736111111,579000,Natural,Panama,Latin America and the Caribbean
Coiba National Park and its Special Zone of Marine Protection,2005,-81.766,7.433,270125,Natural,Panama,Latin America and the Caribbean
The Colonial Transisthmian Route of Panamá,2025,-79.999775,9.323172222,689.88,Cultural,Panama,Latin America and the Caribbean
Kuk Early Agricultural Site,2008,144.3317222,-5.783711111,116,Cultural,Papua New Guinea,Asia and the Pacific
Jesuit Missions of La Santísima Trinidad de Paraná and Jesús de Tavarangue,1993,-55.702672,-27.131613,27.88,Cultural,Paraguay,Latin America and the Caribbean
City of Cuzco,1983,-71.980004,-13.517276,142.48,Cultural,Peru,Latin America and the Caribbean
Historic Sanctuary of Machu Picchu,1983,-72.533443,-13.184934,38160.87,Mixed,Peru,Latin America and the Caribbean
Chavin (Archaeological Site),1985,-77.1784535,-9.592772544,14.79,Cultural,Peru,Latin America and the Caribbean
Huascarán National Park,1985,-77.4,-9.33333,340000,Natural,Peru,Latin America and the Caribbean
Chan Chan Archaeological Zone,1986,-79.074737,-8.107836,1414.57,Cultural,Peru,Latin America and the Caribbean
Manú National Park,1987,-71.75,-12.25,1716295.22,Natural,Peru,Latin America and the Caribbean
Historic Centre of Lima,1988,-77.0304,-12.046542,277.99,Cultural,Peru,Latin America and the Caribbean
Río Abiseo National Park,1990,-77.25,-7.75,272407.95,Mixed,Peru,Latin America and the Caribbean
Lines and Geoglyphs of Nasca and Palpa,1994,-75.14861,-14.72583,75358.47,Cultural,Peru,Latin America and the Caribbean
Historical Centre of the City of Arequipa,2000,-71.536777,-16.398353,166.52,Cultural,Peru,Latin America and the Caribbean
Sacred City of Caral-Supe,2009,-77.52138889,-10.89166667,626.36,Cultural,Peru,Latin America and the Caribbean
Chankillo Archaeoastronomical Complex,2021,-78.23591667,-9.556861111,4480,Cultural,Peru,Latin America and the Caribbean
Historic City of Vigan,1999,120.3875,17.575,17.25,Cultural,Philippines,Asia and the Pacific
Puerto-Princesa Subterranean River National Park,1999,118.9166667,10.16666667,22202,Natural,Philippines,Asia and the Pacific
Tubbataha Reefs Natural Park,1993,119.8675,8.953333333,96828,Natural,Philippines,Asia and the Pacific
Baroque Churches of the Philippines,1993,120.97,14.59,,Cultural,Philippines,Asia and the Pacific
Rice Terraces of the Philippine Cordilleras,1995,121.13667,16.93389,0,Cultural,Philippines,Asia and the Pacific
Mount Hamiguitan Range Wildlife Sanctuary,2014,126.1734306,6.717169444,16923.07,Natural,Philippines,Asia and the Pacific
Historic Centre of Kraków,1978,19.93722222,50.06138889,149.65,Cultural,Poland,Europe and North America
Historic Centre of Warsaw,1980,21.013,52.25,25.93,Cultural,Poland,Europe and North America
Auschwitz Birkenau <br /><small>German Nazi Concentration and Extermination Camp (1940-1945)</small>,1979,19.175,50.03888889,191.97,Cultural,Poland,Europe and North America
Wieliczka and Bochnia Royal Salt Mines,1978,20.06388889,49.97916667,1104.947,Cultural,Poland,Europe and North America
Old City of Zamość,1992,23.25277778,50.71694444,75.0391,Cultural,Poland,Europe and North America
Medieval Town of Toruń,1997,18.60416667,53.01055556,48,Cultural,Poland,Europe and North America
Castle of the Teutonic Order in Malbork,1997,19.02972222,54.041,18.038,Cultural,Poland,Europe and North America
Kalwaria Zebrzydowska: the Mannerist Architectural and Park Landscape Complex and Pilgrimage Park,1999,19.676361,49.86668,380,Cultural,Poland,Europe and North America
Wooden Churches of Southern Małopolska,2003,21.23333333,49.75,8.26,Cultural,Poland,Europe and North America
Churches of Peace in Jawor and Świdnica,2001,16.19594444,51.05427778,0.23,Cultural,Poland,Europe and North America
Centennial Hall in Wrocław,2006,17.07701389,51.10694722,36.69,Cultural,Poland,Europe and North America
Tarnowskie Góry Lead-Silver-Zinc Mine and its Underground Water Management System,2017,18.85122778,50.44269722,1672.76,Cultural,Poland,Europe and North America
Krzemionki Prehistoric Striped Flint Mining Region,2019,21.50230556,50.96797222,349.2,Cultural,Poland,Europe and North America
Central Zone of the Town of Angra do Heroismo in the Azores,1983,-27.22,38.655,0,Cultural,Portugal,Europe and North America
Monastery of the Hieronymites and Tower of Belém in Lisbon,1983,-9.21583,38.69194,2.66,Cultural,Portugal,Europe and North America
Monastery of Batalha,1983,-8.82694,39.65778,0.98,Cultural,Portugal,Europe and North America
Convent of Christ in Tomar,1983,-8.4175,39.60472,0,Cultural,Portugal,Europe and North America
Historic Centre of Évora,1986,-7.90778,38.57306,0,Cultural,Portugal,Europe and North America
Monastery of Alcobaça,1989,-8.97667,39.55,0,Cultural,Portugal,Europe and North America
Cultural Landscape of Sintra,1995,-9.41667,38.78333,946,Cultural,Portugal,Europe and North America
"Historic Centre of Oporto, Luiz I Bridge and Monastery of Serra do Pilar",1996,-8.616666667,41.14166667,0,Cultural,Portugal,Europe and North America
Laurisilva of Madeira,1999,-17,32.76666667,15000,Natural,Portugal,Europe and North America
Historic Centre of Guimarães and Couros Zone,2001,-8.292777778,41.443,38.2,Cultural,Portugal,Europe and North America
Alto Douro Wine Region,2001,-7.798888889,41.10166667,24600,Cultural,Portugal,Europe and North America
Landscape of the Pico Island Vineyard Culture,2004,-28.54116667,38.51344444,987,Cultural,Portugal,Europe and North America
Garrison Border Town of Elvas and its Fortifications,2012,-7.163322222,38.88061944,179.3559,Cultural,Portugal,Europe and North America
University of Coimbra – Alta and Sofia,2013,-8.425775,40.20781111,36.2,Cultural,Portugal,Europe and North America
"Royal Building of <i>Mafra</i> – Palace, Basilica, Convent, <i>Cerco</i> Garden and Hunting Park (<i>Tapada</i>)",2019,-9.325527778,38.93716667,1213.17,Cultural,Portugal,Europe and North America
Sanctuary of Bom Jesus do Monte in Braga,2019,-8.377027778,41.55494444,26,Cultural,Portugal,Europe and North America
Al Zubarah Archaeological Site,2013,51.02972222,25.97805556,415.66,Cultural,Qatar,Arab States
Seokguram Grotto and Bulguksa Temple,1995,129.349029,35.791498,0,Cultural,Republic of Korea,Asia and the Pacific
"Haeinsa Temple Janggyeong Panjeon, the Depositories for the <I>Tripitaka Koreana</I> Woodblocks",1995,128.098711,35.801672,0,Cultural,Republic of Korea,Asia and the Pacific
Jongmyo Shrine,1995,126.9936111,37.57472222,19.4,Cultural,Republic of Korea,Asia and the Pacific
Changdeokgung Palace Complex,1997,126.9911111,37.57888889,0,Cultural,Republic of Korea,Asia and the Pacific
Hwaseong Fortress,1997,127.00833,37.27222,0,Cultural,Republic of Korea,Asia and the Pacific
Gyeongju Historic Areas,2000,129.22667,35.78889,2880,Cultural,Republic of Korea,Asia and the Pacific
"Gochang, Hwasun and Ganghwa Dolmen Sites",2000,126.92917,34.96667,51.65,Cultural,Republic of Korea,Asia and the Pacific
Jeju Volcanic Island and Lava Tubes,2007,126.7202778,33.46888889,9521.8,Natural,Republic of Korea,Asia and the Pacific
Royal Tombs of the Joseon Dynasty,2009,128.4527778,37.19722222,1891.2,Cultural,Republic of Korea,Asia and the Pacific
Historic Villages of Korea: Hahoe and Yangdong,2010,128.5166667,36.53916667,599.6,Cultural,Republic of Korea,Asia and the Pacific
Namhansanseong,2014,127.1811111,37.47888889,409.06,Cultural,Republic of Korea,Asia and the Pacific
Baekje Historic Areas,2015,127.1272222,36.46194444,135.1,Cultural,Republic of Korea,Asia and the Pacific
"Seowon, Korean Neo-Confucian Academies",2019,128.8434278,36.72729722,102.49,Cultural,Republic of Korea,Asia and the Pacific
"Sansa, Buddhist Mountain Monasteries in Korea",2018,127.8333333,36.54194444,55.43,Cultural,Republic of Korea,Asia and the Pacific
"Getbol, Korean Tidal Flats",2021,126.1044444,34.82882222,128411,Natural,Republic of Korea,Asia and the Pacific
Gaya Tumuli,2023,128.873725,35.23726389,189,Cultural,Republic of Korea,Asia and the Pacific
Petroglyphs along the Bangucheon Stream,2025,129.1739972,35.60845,43.69,Cultural,Republic of Korea,Asia and the Pacific
Danube Delta,1991,29.5,45.08333,312440,Natural,Romania,Europe and North America
Villages with Fortified Churches in Transylvania,1993,24.77305556,46.13583333,553,Cultural,Romania,Europe and North America
Monastery of Horezu,1993,24.00722222,45.16972222,22.48,Cultural,Romania,Europe and North America
Churches of Moldavia,1993,25.71277778,47.77833333,,Cultural,Romania,Europe and North America
Historic Centre of Sighişoara,1999,24.79222222,46.21777778,33,Cultural,Romania,Europe and North America
Wooden Churches of Maramureş,1999,24.05583333,47.82083333,0,Cultural,Romania,Europe and North America
Dacian Fortresses of the Orastie Mountains,1999,23.31194444,45.62305556,0,Cultural,Romania,Europe and North America
Brâncuși Monumental Ensemble of Târgu Jiu,2024,23.27877778,45.03827778,26.58,Cultural,Romania,Europe and North America
Roșia Montană Mining Landscape,2021,23.13055556,46.30611111,,Cultural,Romania,Europe and North America
Frontiers of the Roman Empire – Dacia,2024,23.15941111,47.18078889,1491.6,Cultural,Romania,Europe and North America
Historic Centre of Saint Petersburg and Related Groups of Monuments,1990,30.31833,59.95,3934.1,Cultural,Russian Federation,Europe and North America
Kizhi Pogost,1990,35.22436111,62.06758333,0.57,Cultural,Russian Federation,Europe and North America
"Kremlin and Red Square, Moscow",1990,37.62041667,55.75402778,42.1,Cultural,Russian Federation,Europe and North America
Historic Monuments of Novgorod and Surroundings,1992,31.28333,58.53333,0,Cultural,Russian Federation,Europe and North America
Cultural and Historic Ensemble of the Solovetsky Islands,1992,35.66666667,65.08333333,28834,Cultural,Russian Federation,Europe and North America
White Monuments of Vladimir and Suzdal,1992,40.41666667,56.15,0,Cultural,Russian Federation,Europe and North America
"Church of the Ascension, Kolomenskoye",1994,37.67389,55.65556,0,Cultural,Russian Federation,Europe and North America
Architectural Ensemble of the Trinity Sergius Lavra in Sergiev Posad,1993,38.1312,56.31035,22.75,Cultural,Russian Federation,Europe and North America
Virgin Komi Forests,1995,58.9525,63.62583333,3280000,Natural,Russian Federation,Europe and North America
Lake Baikal,1996,107.6625,53.17361111,8800000,Natural,Russian Federation,Europe and North America
Volcanoes of Kamchatka,1996,158.5,56.33333333,3995769.37,Natural,Russian Federation,Europe and North America
Central Sikhote-Alin,2001,136.6611111,46.68333333,1566818,Natural,Russian Federation,Europe and North America
Golden Mountains of Altai,1998,86,50.46666667,1611457,Natural,Russian Federation,Europe and North America
Western Caucasus,1999,40,44,298903,Natural,Russian Federation,Europe and North America
Historic and Architectural Complex of the Kazan Kremlin,2000,49.10646024,55.79945266,13.45,Cultural,Russian Federation,Europe and North America
Bolgar Historical and Archaeological Complex,2014,49.05638889,54.97888889,424,Cultural,Russian Federation,Europe and North America
Ensemble of the Ferapontov Monastery,2000,38.56666667,59.95,2.1,Cultural,Russian Federation,Europe and North America
Natural System of Wrangel Island Reserve,2004,-179.7152778,71.18888889,1916300,Natural,Russian Federation,Europe and North America
"Citadel, Ancient City and Fortress Buildings of Derbent",2003,48.28277778,42.05583333,37.658,Cultural,Russian Federation,Europe and North America
Ensemble of the Novodevichy Convent,2004,37.55508333,55.72611111,5.18,Cultural,Russian Federation,Europe and North America
Historical Centre of the City of Yaroslavl,2005,39.87611,57.65278,110,Cultural,Russian Federation,Europe and North America
Putorana Plateau,2010,94.15805556,69.04694444,1887251,Natural,Russian Federation,Europe and North America
Lena Pillars Nature Park,2012,127,60.66666667,1387000,Natural,Russian Federation,Europe and North America
Churches of the Pskov School of Architecture,2019,28.32855556,57.80719444,19.32,Cultural,Russian Federation,Europe and North America
Assumption Cathedral and Monastery of the town-island of Sviyazhsk,2017,48.65277778,55.77027778,3.25,Cultural,Russian Federation,Europe and North America
Petroglyphs of Lake Onega and the White Sea,2021,36.01263889,61.7299,,Cultural,Russian Federation,Europe and North America
Astronomical Observatories of Kazan Federal University,2023,49.11909722,55.79090833,19.02,Cultural,Russian Federation,Europe and North America
Cultural Landscape of Kenozero Lake,2024,38.17261111,61.928,71030.91,Cultural,Russian Federation,Europe and North America
Rock Paintings of Shulgan-Tash Cave,2025,57.07202778,53.04944444,288.5,Cultural,Russian Federation,Europe and North America
"Memorial sites of the Genocide: Nyamata, Murambi, Gisozi and Bisesero",2023,29.56772222,-2.455527778,24.65,Cultural,Rwanda,Africa
Nyungwe National Park,2023,29.24733333,-2.5553,101963.67,Natural,Rwanda,Africa
Brimstone Hill Fortress National Park,1999,-62.83722,17.34694,15.37,Cultural,Saint Kitts and Nevis,Latin America and the Caribbean
Pitons Management Area,2004,-61.07036111,13.80708333,2909,Natural,Saint Lucia,Latin America and the Caribbean
San Marino Historic Centre and Mount Titano,2008,12.45194444,43.93277778,55,Cultural,San Marino,Europe and North America
Hegra Archaeological Site (al-Hijr / Madā ͐ in Ṣāliḥ),2008,37.955,26.78361111,1621.2,Cultural,Saudi Arabia,Arab States
At-Turaif District in ad-Dir'iyah,2010,46.57246667,24.73413333,28.78,Cultural,Saudi Arabia,Arab States
"Historic Jeddah, the Gate to Makkah",2014,39.1875,21.48388889,17.92,Cultural,Saudi Arabia,Arab States
Rock Art in the Hail Region of Saudi Arabia,2015,40.91305556,28.01055556,2043.8,Cultural,Saudi Arabia,Arab States
"Al-Ahsa Oasis, an Evolving Cultural Landscape",2018,49.63056944,25.40216667,8544,Cultural,Saudi Arabia,Arab States
Ḥimā Cultural Area,2021,44.54533611,18.31671111,242.17,Cultural,Saudi Arabia,Arab States
‘Uruq Bani Ma’arid,2023,45.59833333,19.36388889,1276500,Natural,Saudi Arabia,Arab States
The Cultural Landscape of Al-Faw Archaeological Area,2024,45.16338889,19.76491667,4847.73,Cultural,Saudi Arabia,Arab States
Djoudj National Bird Sanctuary,1981,-16.237906,16.414602,16000,Natural,Senegal,Africa
Island of Gorée,1978,-17.40083,14.66722,0,Cultural,Senegal,Africa
Niokolo-Koba National Park,1981,-12.899781,12.841271,913000,Natural,Senegal,Africa
Island of Saint-Louis,2000,-16.50444,16.02778,0,Cultural,Senegal,Africa
Saloum Delta,2011,-16.49861111,13.83527778,145811,Cultural,Senegal,Africa
"Bassari Country: Bassari, Fula and Bedik Cultural Landscapes",2012,-12.84583333,12.59333333,50309,Cultural,Senegal,Africa
Stari Ras and Sopoćani,1979,20.42278,43.11889,198.72,Cultural,Serbia,Europe and North America
Studenica Monastery,1986,20.53166667,43.48652778,1.16,Cultural,Serbia,Europe and North America
Medieval Monuments in Kosovo,2004,20.26555556,42.66111111,2.8802,Cultural,Serbia,Europe and North America
"Gamzigrad-Romuliana, Palace of Galerius",2007,22.18611111,43.89930556,179.217,Cultural,Serbia,Europe and North America
Aldabra Atoll,1982,46.41666667,-9.416666667,35000,Natural,Seychelles,Africa
Vallée de Mai Nature Reserve,1983,55.738,-4.331,19.5,Natural,Seychelles,Africa
Gola-Tiwai Complex,2025,-11.34788889,7.541166667,71202.7,Natural,Sierra Leone,Africa
Singapore Botanic Gardens,2015,103.8161111,1.315277778,49,Cultural,Singapore,Asia and the Pacific
Historic Town of Banská Štiavnica and the Technical Monuments in its Vicinity,1993,18.9,48.46111,20632,Cultural,Slovakia,Europe and North America
"Levoča, Spišský Hrad and the Associated Cultural Monuments",1993,20.7675,48.99944444,1351.2252,Cultural,Slovakia,Europe and North America
Vlkolínec,1993,19.27833333,49.03916667,4.9,Cultural,Slovakia,Europe and North America
Bardejov Town Conservation Reserve,2000,21.27555556,49.29277778,23.6,Cultural,Slovakia,Europe and North America
Wooden Churches of the Slovak part of the Carpathian Mountain Area,2008,19.55833333,49.33611111,2.5644,Cultural,Slovakia,Europe and North America
Škocjan Caves,1986,14,45.66667,413,Natural,Slovenia,Europe and North America
The works of Jože Plečnik in Ljubljana – Human Centred Urban Design,2021,14.50222222,46.04333333,19.138,Cultural,Slovenia,Europe and North America
East Rennell,1998,160.33333,-11.68333,37000,Natural,Solomon Islands,Asia and the Pacific
Fossil Hominid Sites of South Africa,1999,29.17694,-24.15861,0,Cultural,South Africa,Africa
Robben Island,1999,18.36666667,-33.8,475,Cultural,South Africa,Africa
Cape Floral Region Protected Areas,2004,18.47503218,-34.35580512,1094742,Natural,South Africa,Africa
Mapungubwe Cultural Landscape,2003,29.23889,-22.1925,28168.6602,Cultural,South Africa,Africa
Vredefort Dome,2005,27.26,-26.86,30000,Natural,South Africa,Africa
Richtersveld Cultural and Botanical Landscape,2007,17.20388889,-28.6,160000,Cultural,South Africa,Africa
ǂKhomani Cultural Landscape,2017,20.37458333,-25.68761111,959100,Cultural,South Africa,Africa
Barberton Makhonjwa Mountains,2018,31.01388889,-25.97388889,113137,Natural,South Africa,Africa
"Human Rights, Liberation and Reconciliation: Nelson Mandela Legacy Sites",2024,28.21179167,-25.74069167,42.04,Cultural,South Africa,Africa
The Emergence of Modern Human Behaviour: The Pleistocene Occupation Sites of South Africa,2024,18.4525,-32.38638889,57.4,Cultural,South Africa,Africa
Cave of Altamira and Paleolithic Cave Art of Northern Spain,1985,-4.116166667,43.38252778,0,Cultural,Spain,Europe and North America
Old Town of Segovia and its Aqueduct,1985,-4.11675,40.94847222,134.28,Cultural,Spain,Europe and North America
Monuments of Oviedo and the Kingdom of the Asturias,1985,-5.84303,43.36262,0.2,Cultural,Spain,Europe and North America
Historic Centre of Cordoba,1984,-4.779722222,37.87919444,80.28,Cultural,Spain,Europe and North America
"Alhambra, Generalife and Albayzín, Granada",1984,-3.589916667,37.17677778,450,Cultural,Spain,Europe and North America
Burgos Cathedral,1984,-3.704011111,42.34073333,1.03,Cultural,Spain,Europe and North America
"Monastery and Site of the Escurial, Madrid",1984,-4.14775,40.58911111,94.11,Cultural,Spain,Europe and North America
Works of Antoni Gaudí,1984,2.152972,41.41338,0,Cultural,Spain,Europe and North America
Santiago de Compostela (Old Town),1985,-8.54468,42.88076,107.59,Cultural,Spain,Europe and North America
Old Town of Ávila with its Extra-Muros Churches,1985,-4.70012,40.65645,36.4,Cultural,Spain,Europe and North America
Mudejar Architecture of Aragon,1986,-1.10722,40.34389,4.269,Cultural,Spain,Europe and North America
Historic City of Toledo,1986,-4.024444444,39.85694444,259.85,Cultural,Spain,Europe and North America
Garajonay National Park,1986,-17.23722222,28.12625,3984,Natural,Spain,Europe and North America
Old City of Salamanca,1988,-5.6645,40.96525,50.78,Cultural,Spain,Europe and North America
"Cathedral, Alcázar and Archivo de Indias in Seville",1987,-5.99155,37.38384,12,Cultural,Spain,Europe and North America
Old Town of Cáceres,1986,-6.37,39.47444,9,Cultural,Spain,Europe and North America
"Ibiza, Biodiversity and Culture",1999,1.435194444,38.91113889,9020.3,Mixed,Spain,Europe and North America
Poblet Monastery,1991,1.0825,41.38083,18,Cultural,Spain,Europe and North America
Renaissance Monumental Ensembles of Úbeda and Baeza,2003,-3.37122,38.01131,9,Cultural,Spain,Europe and North America
Archaeological Ensemble of Mérida,1993,-6.33778,38.91611,30.77,Cultural,Spain,Europe and North America
Royal Monastery of Santa María de Guadalupe,1993,-5.3275,39.45285,1.1,Cultural,Spain,Europe and North America
Routes of Santiago de Compostela: <i>Camino Francés</i> and Routes of Northern Spain,1993,-6.414722222,43.335,,Cultural,Spain,Europe and North America
Doñana National Park,1994,-6.358861,36.9477,54251.7,Natural,Spain,Europe and North America
Historic Walled Town of Cuenca,1996,-2.13174,40.07662,22.79,Cultural,Spain,Europe and North America
La Lonja de la Seda de Valencia,1996,-0.378444444,39.47441667,0.2,Cultural,Spain,Europe and North America
Las Médulas,1997,-6.77075,42.46939,2208.2,Cultural,Spain,Europe and North America
"Palau de la Música Catalana and Hospital de Sant Pau, Barcelona",1997,2.175,41.38778,6.87,Cultural,Spain,Europe and North America
San Millán Yuso and Suso Monasteries,1997,-2.86496,42.32586,19.01,Cultural,Spain,Europe and North America
Rock Art of the Mediterranean Basin on the Iberian Peninsula,1998,-1.03331,39.78995,0,Cultural,Spain,Europe and North America
Archaeological Ensemble of Tarraco,2000,1.259305556,41.11472222,32.65,Cultural,Spain,Europe and North America
University and Historic Precinct of Alcalá de Henares,1998,-3.368055556,40.48138889,78.38,Cultural,Spain,Europe and North America
San Cristóbal de La Laguna,1999,-16.31177778,28.47788889,60.38,Cultural,Spain,Europe and North America
Palmeral of Elche,2000,-0.716666667,38.26666667,144,Cultural,Spain,Europe and North America
Roman Walls of Lugo,2000,-7.553069941,43.01064079,1.68,Cultural,Spain,Europe and North America
Catalan Romanesque Churches of the Vall de Boí,2000,0.803611111,42.50472222,7.98,Cultural,Spain,Europe and North America
Archaeological Site of Atapuerca,2000,-3.515277778,42.34972222,284.119,Cultural,Spain,Europe and North America
Aranjuez Cultural Landscape,2001,-3.60934,40.03645,2047.5601,Cultural,Spain,Europe and North America
Vizcaya Bridge,2006,-3.016833333,43.323175,0.8595,Cultural,Spain,Europe and North America
Teide National Park,2007,-16.64361111,28.27138889,18990,Natural,Spain,Europe and North America
Tower of Hercules,2009,-8.406388889,43.38583333,233,Cultural,Spain,Europe and North America
Cultural Landscape of the Serra de Tramuntana,2011,2.694722222,39.73083333,30745,Cultural,Spain,Europe and North America
